symbol,price_date,open_price,high_price,low_price,close_price,volume
MSFT,2019-12-03,139.4181,141.252,138.6241,141.1385,24066000
AAPL,2019-12-03,62.1557,62.4493,61.6696,62.43,114430400
AMZN,2019-12-03,88.0,88.6435,87.3615,88.498,67618000
GOOGL,2019-12-03,63.3711,64.2914,63.2913,64.168,25270000
AAPL,2019-12-04,62.8198,63.3588,62.726,62.981,67181600
AMZN,2019-12-04,88.7005,89.4545,88.011,88.0345,53402000
GOOGL,2019-12-04,64.731,65.6315,64.5799,65.3674,35506000
MSFT,2019-12-04,141.9231,141.9609,141.0345,141.649,17574700
MSFT,2019-12-05,141.8381,142.0933,141.2992,141.7246,17869100
AAPL,2019-12-05,63.4743,63.9796,63.2192,63.905,74424400
AMZN,2019-12-05,88.175,88.175,87.0,87.024,56476000
GOOGL,2019-12-05,65.7668,65.8154,65.1384,65.7649,24408000
AAPL,2019-12-06,64.3622,65.2092,64.3189,65.1394,106075600
AMZN,2019-12-06,87.56,87.72,87.0065,87.58,62348000
GOOGL,2019-12-06,66.0518,66.5335,65.9765,66.3809,32968000
MSFT,2019-12-06,142.7266,143.5584,142.046,143.445,16403500
MSFT,2019-12-09,142.8022,143.8798,142.6509,143.0763,16687400
AAPL,2019-12-09,64.9686,65.1611,63.7438,64.2275,128042400
AMZN,2019-12-09,87.533,88.3445,87.2805,87.4755,48856000
GOOGL,2019-12-09,66.3546,67.2809,66.2163,66.5593,30842000
AAPL,2019-12-10,64.6317,64.9854,63.9724,64.6029,90420400
AMZN,2019-12-10,87.37,87.5335,86.75,86.9605,50286000
GOOGL,2019-12-10,66.4081,66.8076,66.1137,66.5543,17606000
MSFT,2019-12-10,143.0101,143.5773,142.5092,142.8589,16476100
MSFT,2019-12-11,143.2465,143.5584,142.1027,143.3977,18856600
AAPL,2019-12-11,64.6822,65.2333,64.6077,65.1539,78756800
AMZN,2019-12-11,87.0835,87.5,86.7855,87.436,41952000
GOOGL,2019-12-11,66.8225,66.9013,66.4656,66.6218,20480000
AAPL,2019-12-12,64.4344,65.5846,64.3237,65.3199,137310400
AMZN,2019-12-12,87.5,88.2,87.272,88.0165,61918000
GOOGL,2019-12-12,66.5702,67.1337,66.3219,66.8319,29114000
MSFT,2019-12-12,143.3504,145.0426,142.755,144.8534,24612100
MSFT,2019-12-13,144.6266,146.4131,144.4659,146.0729,23845400
AAPL,2019-12-13,65.3199,66.2439,65.1924,66.2078,133587600
AMZN,2019-12-13,88.25,88.4495,87.75,88.047,54914000
GOOGL,2019-12-13,66.8026,66.9736,66.4934,66.7516,33170000
AAPL,2019-12-16,66.653,67.5649,66.6481,67.3411,128186000
AMZN,2019-12-16,88.35,88.475,87.8525,88.4605,62904000
GOOGL,2019-12-16,67.1545,67.5773,66.937,67.437,28128000
MSFT,2019-12-16,146.6211,147.3679,146.347,147.0181,24144200
MSFT,2019-12-17,146.9425,147.1883,145.9972,146.2241,25425600
AAPL,2019-12-17,67.2714,67.8007,67.0861,67.4735,114158400
AMZN,2019-12-17,88.9005,89.6,88.8695,89.533,72888000
GOOGL,2019-12-17,67.5218,67.6169,66.9449,67.1491,32948000
AAPL,2019-12-18,67.3267,67.832,67.1631,67.3123,116028400
AMZN,2019-12-18,89.751,89.91,89.118,89.2015,67028000
GOOGL,2019-12-18,67.2536,67.3741,66.9295,67.0014,23330000
MSFT,2019-12-18,145.8554,146.9708,145.742,145.9216,24129200
MSFT,2019-12-19,145.5719,147.245,145.3356,147.1883,24958900
AAPL,2019-12-19,67.2545,67.6588,67.1222,67.3797,98369200
AMZN,2019-12-19,89.025,89.6495,88.703,89.614,53056000
GOOGL,2019-12-19,67.0014,67.2799,66.8448,67.2259,28922000
AAPL,2019-12-20,67.9114,68.0125,67.0283,67.2401,275978000
AMZN,2019-12-20,89.981,90.1485,89.1225,89.325,103016000
GOOGL,2019-12-20,67.556,67.6006,66.9429,66.9672,50090000
MSFT,2019-12-20,148.7385,149.8162,147.7365,148.7952,53477500
MSFT,2019-12-23,149.4663,149.4664,148.6629,148.7952,17718200
AAPL,2019-12-23,67.5024,68.3975,67.4639,68.3373,98572000
AMZN,2019-12-23,89.413,89.65,89.2255,89.65,42728000
GOOGL,2019-12-23,67.3394,67.494,66.8076,66.938,19936000
AAPL,2019-12-24,68.5034,68.5515,68.0775,68.4023,48478800
AMZN,2019-12-24,89.6905,89.7785,89.379,89.4605,17626000
GOOGL,2019-12-24,66.9171,67.0063,66.6178,66.6307,13468000
MSFT,2019-12-24,148.8614,149.0788,148.5211,148.7669,8989200
MSFT,2019-12-26,148.937,150.043,148.7858,149.9863,14520600
AAPL,2019-12-26,68.5346,69.7763,68.5058,69.7594,93121200
AMZN,2019-12-26,90.0505,93.523,89.975,93.4385,120108000
GOOGL,2019-12-26,66.7358,67.5609,66.6842,67.5248,23662000
AAPL,2019-12-27,70.0506,70.7364,69.3287,69.733,146266000
AMZN,2019-12-27,94.146,95.07,93.3005,93.49,123732000
GOOGL,2019-12-27,67.6006,67.7517,67.0554,67.1367,23212000
MSFT,2019-12-27,150.7236,150.8181,149.5609,150.2605,18412800
MSFT,2019-12-30,150.2888,150.3171,148.1525,148.9654,16348400
AAPL,2019-12-30,69.6511,70.4284,68.6309,70.1468,144114400
AMZN,2019-12-30,93.7,94.2,92.031,92.3445,73494000
GOOGL,2019-12-30,67.2442,67.2537,66.3041,66.3967,19994000
AAPL,2019-12-31,69.7642,70.6666,69.6656,70.6594,100805600
AMZN,2019-12-31,92.1,92.663,91.6115,92.392,50130000
GOOGL,2019-12-31,66.2024,66.4438,66.0211,66.3809,19514000
MSFT,2019-12-31,148.1903,149.1355,147.8877,149.0694,18369400
MSFT,2020-01-02,150.0902,151.9335,149.6649,151.8295,22622100
AAPL,2020-01-02,71.2826,72.3317,71.0299,72.2716,135480400
AMZN,2020-01-02,93.75,94.9005,93.2075,94.9005,80580000
GOOGL,2020-01-02,66.8279,67.8325,66.7328,67.8325,27278000
AAPL,2020-01-03,71.5015,72.3269,71.3451,71.5689,146322800
AMZN,2020-01-03,93.225,94.31,93.225,93.7485,75288000
GOOGL,2020-01-03,66.8076,68.0838,66.7739,67.4777,23408000
MSFT,2020-01-03,149.6554,151.1962,149.4097,149.939,21116200
MSFT,2020-01-06,148.4833,150.3928,147.9445,150.3266,20813700
AAPL,2020-01-06,70.693,72.1777,70.4428,72.1392,118387200
AMZN,2020-01-06,93.0,95.1845,93.0,95.144,81236000
GOOGL,2020-01-06,66.9875,69.3015,66.9563,69.2762,46768000
AAPL,2020-01-07,72.1488,72.4039,71.5809,71.7999,108872000
AMZN,2020-01-07,95.225,95.6945,94.602,95.343,80898000
GOOGL,2020-01-07,69.4076,69.5582,68.9665,69.1424,34330000
MSFT,2020-01-07,150.6007,150.9315,148.7102,148.9559,21634100
MSFT,2020-01-08,150.2321,151.9997,149.3057,151.3286,27746500
AAPL,2020-01-08,71.5039,73.2557,71.5039,72.9549,132079200
AMZN,2020-01-08,94.902,95.55,94.322,94.5985,70160000
GOOGL,2020-01-08,69.128,69.972,69.0195,69.6345,35314000
AAPL,2020-01-09,73.9294,74.697,73.6792,74.5045,170108400
AMZN,2020-01-09,95.4945,95.891,94.79,95.0525,63346000
GOOGL,2020-01-09,70.4716,70.8062,69.8908,70.3656,33200000
MSFT,2020-01-09,152.9828,153.3419,152.2171,153.2191,21385000
MSFT,2020-01-10,153.9092,154.2873,152.3589,152.5102,20725900
AAPL,2020-01-10,74.7379,75.236,74.1725,74.673,140644800
AMZN,2020-01-10,95.2685,95.347,94.0,94.158,57074000
GOOGL,2020-01-10,70.8453,71.1164,70.3561,70.82,26258000
AAPL,2020-01-13,74.9882,76.2948,74.8703,76.2683,121532000
AMZN,2020-01-13,94.5655,94.9,94.04,94.565,55616000
GOOGL,2020-01-13,71.1317,71.4405,70.6421,71.3687,30730000
MSFT,2020-01-13,152.9071,154.3723,152.4345,154.344,21626500
MSFT,2020-01-14,154.448,154.6465,152.8694,153.257,23477400
AAPL,2020-01-14,76.2058,76.4151,75.1158,75.2385,161954400
AMZN,2020-01-14,94.294,94.3555,92.9275,93.472,68818000
GOOGL,2020-01-14,71.3672,71.4975,70.761,70.9008,26076000
AAPL,2020-01-15,75.0387,75.917,74.4853,74.916,121923600
AMZN,2020-01-15,93.6125,93.943,92.7545,93.101,57932000
GOOGL,2020-01-15,71.0212,71.4058,70.9538,71.3275,21550000
MSFT,2020-01-15,153.7201,154.9679,153.6728,154.2494,21417900
MSFT,2020-01-16,155.3554,157.142,155.0529,157.0758,23865400
AAPL,2020-01-16,75.4574,75.9651,75.0965,75.8544,108829200
AMZN,2020-01-16,94.1495,94.2795,93.301,93.897,53190000
GOOGL,2020-01-16,71.6373,71.8975,71.3672,71.8707,26080000
AAPL,2020-01-17,76.1023,76.6966,75.7967,76.6942,137816400
AMZN,2020-01-17,94.2945,94.332,92.8625,93.236,79946000
GOOGL,2020-01-17,72.4843,73.3769,72.1874,73.3258,52424000
MSFT,2020-01-17,158.2574,158.3047,156.3763,157.9549,34371700
MSFT,2020-01-21,157.5579,158.9852,157.3215,157.3878,29517200
AAPL,2020-01-21,76.3237,76.764,76.0373,76.1745,110843200
AMZN,2020-01-21,93.25,94.7135,93.0,94.6,74156000
GOOGL,2020-01-21,73.3,73.8393,72.8644,73.4611,48930000
AAPL,2020-01-22,76.6581,76.9974,76.3525,76.4464,101832400
AMZN,2020-01-22,94.8045,95.125,94.167,94.373,64326000
GOOGL,2020-01-22,73.8318,74.3696,73.4814,73.5414,28458000
MSFT,2020-01-22,158.2385,158.3236,156.6126,156.6316,24138800
MSFT,2020-01-23,157.0946,157.6713,156.225,157.5956,19680800
AAPL,2020-01-23,76.4993,76.8939,75.9531,76.8145,104472000
AMZN,2020-01-23,94.2555,94.499,93.638,94.229,49692000
GOOGL,2020-01-23,73.7238,74.0187,73.3655,73.582,26650000
AAPL,2020-01-24,77.06,77.8011,76.4031,76.5931,146537600
AMZN,2020-01-24,94.5685,94.7495,92.372,93.082,75324000
GOOGL,2020-01-24,73.985,74.0533,72.516,72.6642,29786000
MSFT,2020-01-24,158.3425,158.3614,155.4499,156.0077,24918100
MSFT,2020-01-27,152.3305,154.4385,151.4325,153.3987,32078100
AAPL,2020-01-27,74.608,75.0195,73.3616,74.3409,161940000
AMZN,2020-01-27,91.0,92.05,90.767,91.417,70570000
GOOGL,2020-01-27,70.9479,71.1977,70.3512,70.9573,34132000
AAPL,2020-01-28,75.2192,76.6148,75.1205,76.444,162234000
AMZN,2020-01-28,92.025,92.9055,91.501,92.6625,56160000
GOOGL,2020-01-28,71.4534,72.1007,70.8894,71.8876,29724000
MSFT,2020-01-28,154.8166,156.6882,154.1455,156.4047,24899900
MSFT,2020-01-29,158.6544,159.5146,156.6221,158.8435,34754500
AAPL,2020-01-29,78.0706,78.8887,77.3319,78.0441,216229200
AMZN,2020-01-29,93.2,93.7375,92.751,92.9,41760000
GOOGL,2020-01-29,72.282,72.5636,71.6343,72.1948,21566000
AAPL,2020-01-30,77.1297,77.984,76.699,77.931,126743200
AMZN,2020-01-30,92.9,93.6435,92.5305,93.534,126548000
GOOGL,2020-01-30,71.273,72.123,71.1194,72.0734,27110000
MSFT,2020-01-30,164.5246,164.5246,161.443,163.3241,51597500
MSFT,2020-01-31,162.7852,162.9649,160.2992,160.9136,36142700
AAPL,2020-01-31,77.2236,77.6447,74.1821,74.4756,199588400
AMZN,2020-01-31,102.5735,102.786,100.1135,100.436,311346000
GOOGL,2020-01-31,72.7479,72.8376,70.7258,71.0093,43822000
AAPL,2020-02-03,73.222,75.4333,72.7215,74.2711,173788400
AMZN,2020-02-03,100.53,102.425,100.0125,100.21,117834000
GOOGL,2020-02-03,72.4402,73.6618,72.1904,73.4784,71636000
MSFT,2020-02-03,161.1027,164.9499,161.0743,164.8365,30107000
MSFT,2020-02-04,167.4455,170.7539,166.6609,170.2624,36433300
AAPL,2020-02-04,75.8713,76.9132,75.467,76.7231,136616400
AMZN,2020-02-04,101.494,102.99,100.7685,102.4835,105786000
GOOGL,2020-02-04,72.0853,72.7221,70.4766,71.6353,95880000
AAPL,2020-02-05,77.8468,78.1452,76.7472,77.3487,118826800
AMZN,2020-02-05,103.551,103.551,101.6,101.9935,87524000
GOOGL,2020-02-05,72.5373,72.5854,70.8557,71.667,36376000
MSFT,2020-02-05,173.9584,174.1191,168.646,170.0544,39186300
MSFT,2020-02-06,171.0659,173.7598,170.2056,173.5803,27751400
AAPL,2020-02-06,77.6182,78.2559,77.0624,78.2535,105425600
AMZN,2020-02-06,102.051,102.815,101.24,102.5115,63660000
GOOGL,2020-02-06,71.9609,73.4269,71.8866,73.1499,37822000
AAPL,2020-02-07,77.7542,78.0026,76.7002,77.1898,117684000
AMZN,2020-02-07,102.0995,104.9265,101.905,103.964,101906000
GOOGL,2020-02-07,72.7246,73.6098,72.6265,73.3055,28360000
MSFT,2020-02-07,172.8429,175.4708,172.4932,173.826,33529100
MSFT,2020-02-10,173.533,178.5051,173.221,178.3728,35844300
AAPL,2020-02-10,75.7788,77.5564,75.6992,77.5564,109348800
AMZN,2020-02-10,104.2505,106.78,104.248,106.6955,101124000
GOOGL,2020-02-10,73.2123,74.7809,73.1117,74.77,38302000
AAPL,2020-02-11,78.0509,78.1232,76.8714,77.0885,94323200
AMZN,2020-02-11,107.545,109.2975,106.8,107.54,114920000
GOOGL,2020-02-11,74.9985,75.8217,74.6109,74.8394,34852000
MSFT,2020-02-11,180.2161,180.2633,173.4573,174.346,53159900
MSFT,2020-02-12,175.4235,175.6788,171.8977,174.6012,47062900
AAPL,2020-02-12,77.5371,78.924,77.5371,78.9192,113730400
AMZN,2020-02-12,108.16,109.0125,107.7645,108.0,66686000
GOOGL,2020-02-12,75.1268,75.3469,74.7705,75.2641,31042000
AAPL,2020-02-13,78.1932,78.6828,77.9905,78.3572,94747600
AMZN,2020-02-13,107.2495,108.514,107.1,107.4935,60636000
GOOGL,2020-02-13,74.8364,75.6269,74.539,75.0044,22914000
MSFT,2020-02-13,173.0604,176.038,172.8619,173.6559,35295800
MSFT,2020-02-14,173.2211,175.2628,172.6539,175.2061,23149500
AAPL,2020-02-14,78.3258,78.6249,77.87,78.3765,80113600
AMZN,2020-02-14,107.784,107.952,106.2945,106.7435,52124000
GOOGL,2020-02-14,75.0609,75.3345,74.6159,75.2691,23198000
AAPL,2020-02-18,76.0634,77.1222,75.8825,76.9414,152531200
AMZN,2020-02-18,106.251,108.3035,106.2055,107.7835,58912000
GOOGL,2020-02-18,75.0515,75.8554,74.8865,75.3043,25642000
MSFT,2020-02-18,175.4519,177.4275,175.3479,176.9833,27792200
MSFT,2020-02-19,178.2533,178.3671,176.7463,177.514,29997500
AAPL,2020-02-19,77.1826,78.2848,77.1826,78.0557,93984000
AMZN,2020-02-19,108.39,109.255,108.056,108.511,51224000
GOOGL,2020-02-19,75.6888,75.8643,75.3806,75.5734,22746000
AAPL,2020-02-20,77.8169,78.3041,76.7508,77.2549,100566000
AMZN,2020-02-20,108.6535,108.8395,106.3725,107.655,62626000
GOOGL,2020-02-20,75.2829,75.6824,74.5519,75.1828,25962000
MSFT,2020-02-20,177.2012,177.4856,171.6563,174.8032,36862400
MSFT,2020-02-21,173.6184,173.9311,168.007,169.2772,48572600
AAPL,2020-02-21,76.8497,77.2911,74.8912,75.5062,129554000
AMZN,2020-02-21,107.1075,107.2275,104.4,104.7985,92926000
GOOGL,2020-02-21,74.5678,74.8835,73.2748,73.5211,42520000
AAPL,2020-02-24,71.6978,73.3668,69.761,71.9197,222195200
AMZN,2020-02-24,100.159,101.965,99.3985,100.4645,130940000
GOOGL,2020-02-24,70.5271,71.1878,69.7213,70.369,49560000
MSFT,2020-02-24,159.0214,165.4479,154.7182,161.9787,68311100
MSFT,2020-02-25,165.1161,165.7227,158.9077,159.3057,68073300
AAPL,2020-02-25,72.5878,72.9689,69.0133,69.4836,230673600
AMZN,2020-02-25,101.321,101.73,97.921,98.637,124382000
GOOGL,2020-02-25,70.9211,71.211,68.4144,68.7068,51580000
AAPL,2020-02-26,69.1097,71.8473,69.1025,70.5859,198054800
AMZN,2020-02-26,98.514,100.7335,98.0225,98.9795,104492000
GOOGL,2020-02-26,69.136,70.0622,68.2226,68.9124,49776000
MSFT,2020-02-26,160.8602,164.2251,159.4385,161.2962,56206100
MSFT,2020-02-27,154.8035,158.32,149.7419,149.9315,93174900
AAPL,2020-02-27,67.8001,68.9819,65.8367,65.9718,320605600
AMZN,2020-02-27,96.719,98.75,94.138,94.215,162880000
GOOGL,2020-02-27,67.3597,67.8682,65.1344,65.1696,62290000
AAPL,2020-02-28,62.05,67.1512,61.8353,65.9332,426510000
AMZN,2020-02-28,90.7315,94.488,90.5565,94.1875,189620000
GOOGL,2020-02-28,63.1555,66.5325,62.8532,66.3739,80198000
MSFT,2020-02-28,144.4624,155.1731,144.0738,153.5618,97012700
MSFT,2020-03-02,156.6897,163.9029,153.8462,163.7796,71030800
AAPL,2020-03-02,68.0847,72.706,66.9848,72.0716,341397200
AMZN,2020-03-02,95.3245,97.7255,93.5,97.6975,135234000
GOOGL,2020-03-02,66.9756,68.7637,65.6776,68.7068,55430000
AAPL,2020-03-03,73.2438,73.3234,68.9337,69.7827,319475600
AMZN,2020-03-03,98.7685,99.8165,94.4045,95.4495,150690000
GOOGL,2020-03-03,69.2698,69.7907,65.8778,66.2981,56602000
MSFT,2020-03-03,164.737,165.8744,153.7987,155.9314,71677000
MSFT,2020-03-04,159.7038,161.7986,156.9835,161.6564,49814400
AAPL,2020-03-04,71.5,73.1787,70.7016,73.0195,219178400
AMZN,2020-03-04,97.3285,98.9,96.1,98.7915,95458000
GOOGL,2020-03-04,67.3508,68.5313,66.2624,68.4728,47598000
AAPL,2020-03-05,71.2781,72.2501,70.2868,70.651,187572800
AMZN,2020-03-05,96.65,98.036,95.5,96.2015,94964000
GOOGL,2020-03-05,66.6862,67.0866,64.51,65.1602,54380000
MSFT,2020-03-05,157.3911,161.9598,157.0499,157.5997,47817300
MSFT,2020-03-06,154.1305,154.6044,147.8651,153.1447,72821100
AAPL,2020-03-06,68.0171,70.1445,67.8314,69.7127,226176800
AMZN,2020-03-06,93.75,95.5435,93.475,95.0545,105472000
GOOGL,2020-03-06,62.9394,64.565,62.308,64.2176,64640000
AAPL,2020-03-09,63.6153,67.0741,63.4344,64.199,286744800
AMZN,2020-03-09,88.693,93.1385,88.0645,90.0305,156264000
GOOGL,2020-03-09,59.7185,62.086,59.3755,60.2552,69252000
MSFT,2020-03-09,143.1259,149.5239,142.1781,142.7657,70419300
MSFT,2020-03-10,149.9125,152.6329,144.6235,152.5286,65354400
AAPL,2020-03-10,66.8449,69.088,64.9708,68.8227,285290000
AMZN,2020-03-10,93.544,94.7135,90.9085,94.591,142666000
GOOGL,2020-03-10,62.1682,63.2318,60.1918,63.1981,54872000
AAPL,2020-03-11,66.9052,67.829,65.5714,66.4325,255598800
AMZN,2020-03-11,92.8925,93.566,90.075,91.043,112496000
GOOGL,2020-03-11,61.8649,62.2941,59.0335,60.0129,54732000
MSFT,2020-03-11,148.9363,149.4765,143.2681,145.6188,56371600
MSFT,2020-03-12,137.7231,145.4671,131.3536,131.8085,93226400
AAPL,2020-03-12,61.7316,65.1228,59.8165,59.872,418474000
AMZN,2020-03-12,86.099,88.25,83.75,83.8305,226924000
GOOGL,2020-03-12,55.6376,58.9151,54.9364,55.089,94326000
AAPL,2020-03-13,63.8903,67.5154,61.0104,67.0451,370732000
AMZN,2020-03-13,87.75,89.3155,84.031,89.25,176194000
GOOGL,2020-03-13,58.2331,60.1863,55.1257,60.1799,79400000
MSFT,2020-03-13,139.8084,153.467,133.3914,150.5476,92727400
MSFT,2020-03-16,132.6996,141.562,127.9603,128.3584,87905900
AAPL,2020-03-16,58.3573,62.4889,57.8869,58.42,322423600
AMZN,2020-03-16,82.0755,87.9725,81.3015,84.4575,178346000
GOOGL,2020-03-16,54.0017,56.7701,52.8851,53.1785,96520000
AAPL,2020-03-17,59.6983,62.1344,57.501,60.9887,324056000
AMZN,2020-03-17,88.7735,92.889,84.462,90.392,218342000
GOOGL,2020-03-17,54.0527,55.8052,51.994,55.4117,83194000
MSFT,2020-03-17,132.6995,139.8084,127.9603,138.9269,81059800
MSFT,2020-03-18,130.8038,138.3866,127.9792,133.0786,81593200
AAPL,2020-03-18,57.8314,60.2989,57.1923,59.4957,300233600
AMZN,2020-03-18,87.5,92.083,87.25,91.5,192904000
GOOGL,2020-03-18,52.5312,54.7639,51.3943,54.08,93044000
AAPL,2020-03-19,59.6693,60.9839,58.5164,59.0398,271857200
AMZN,2020-03-19,93.0,97.25,91.6325,94.0465,207998000
GOOGL,2020-03-19,53.9328,57.124,52.3136,55.095,74064000
MSFT,2020-03-19,135.3251,142.3203,131.7517,135.2682,85922700
MSFT,2020-03-20,138.3866,139.4292,128.7754,130.1877,84866200
AAPL,2020-03-20,59.6187,60.7403,54.9926,55.2917,401693200
AMZN,2020-03-20,96.3155,97.85,91.0365,92.3045,196358000
GOOGL,2020-03-20,56.048,56.4237,52.6382,52.9411,82878000
AAPL,2020-03-23,55.0119,55.1132,51.2806,54.117,336752800
AMZN,2020-03-23,91.3875,95.97,90.6,95.1415,156170000
GOOGL,2020-03-23,52.3543,52.8766,50.0001,52.2433,83672000
MSFT,2020-03-23,129.8654,133.2398,125.6096,128.8891,78975200
MSFT,2020-03-24,136.2539,141.7989,133.9033,140.6046,82516700
AAPL,2020-03-24,57.009,59.7417,56.5121,59.5463,287531200
AMZN,2020-03-24,97.575,97.75,95.017,97.005,142942000
GOOGL,2020-03-24,54.7138,56.1684,53.8441,56.0039,72468000
AAPL,2020-03-25,60.4798,62.2887,58.9241,59.2183,303602000
AMZN,2020-03-25,96.0345,97.513,94.289,94.292,129582000
GOOGL,2020-03-25,55.7348,56.8048,53.6746,54.5969,90324000
MSFT,2020-03-25,141.1449,146.2823,136.908,139.2587,75638200
MSFT,2020-03-26,140.6614,148.4908,140.6331,147.9694,64568100
AAPL,2020-03-26,59.4595,62.3924,59.4209,62.3346,252087200
AMZN,2020-03-26,95.1,97.8245,94.4645,97.7745,124426000
GOOGL,2020-03-26,55.2461,58.0592,54.1216,57.6349,76562000
AAPL,2020-03-27,60.9622,61.7147,59.5874,59.7538,204216800
AMZN,2020-03-27,96.543,96.9895,94.996,95.005,107758000
GOOGL,2020-03-27,55.878,57.0467,54.7148,55.0251,62794000
MSFT,2020-03-27,143.8368,146.813,141.4197,141.8937,57042300
MSFT,2020-03-30,144.4908,152.2253,142.1875,151.8746,63420300
AAPL,2020-03-30,60.4774,61.6303,60.1542,61.459,167976400
AMZN,2020-03-30,96.1415,98.6815,95.617,98.1975,122522000
GOOGL,2020-03-30,56.1342,57.0442,54.4418,56.8117,58736000
AAPL,2020-03-31,61.6496,63.3114,60.7813,61.3336,197002000
AMZN,2020-03-31,98.2175,99.651,97.2005,97.486,102472000
GOOGL,2020-03-31,56.9317,58.1543,56.3365,57.5869,65228000
MSFT,2020-03-31,151.0879,156.1873,148.396,149.486,77927200
MSFT,2020-04-01,145.0216,149.5239,142.9553,144.178,57969900
AAPL,2020-04-01,59.4547,59.9901,57.6771,58.1064,176218400
AMZN,2020-04-01,96.6485,97.248,94.65,95.385,82438000
GOOGL,2020-04-01,55.706,55.9747,54.1939,54.6207,51970000
AAPL,2020-04-02,57.9689,59.1291,57.1392,59.076,165934000
AMZN,2020-04-02,95.082,96.3765,94.5,95.9415,86720000
GOOGL,2020-04-02,54.5166,55.6451,54.1761,55.3606,56410000
MSFT,2020-04-02,143.9411,147.3723,142.5193,147.1638,49630700
MSFT,2020-04-03,147.0121,149.1732,144.2538,145.8083,41243300
AAPL,2020-04-03,58.5623,59.2617,57.6385,58.227,129880000
AMZN,2020-04-03,95.5575,96.3165,94.4575,95.3295,72198000
GOOGL,2020-04-03,55.2456,55.4478,53.2815,54.1548,51374000
AAPL,2020-04-06,60.5159,63.4609,60.1493,63.3066,201820400
AMZN,2020-04-06,96.8,99.926,96.501,99.8795,115464000
GOOGL,2020-04-06,56.1521,59.0142,55.7556,58.6395,63320000
MSFT,2020-04-06,151.96,157.8176,149.3628,156.6518,67111700
MSFT,2020-04-07,160.7465,161.1351,154.7466,154.9646,62769000
AAPL,2020-04-07,65.3157,65.5328,62.4696,62.5733,202887200
AMZN,2020-04-07,100.8555,101.786,99.881,100.58,102280000
GOOGL,2020-04-07,60.3157,60.5025,58.3451,58.6083,61620000
AAPL,2020-04-08,63.3717,64.4884,63.0075,64.1749,168895200
AMZN,2020-04-08,101.05,102.2,100.5575,102.15,79546000
GOOGL,2020-04-08,59.6263,60.2111,58.6772,59.8196,40334000
MSFT,2020-04-08,157.0309,157.9788,154.9741,156.5191,48318200
MSFT,2020-04-09,157.6849,158.6422,154.8129,156.5285,51385100
AAPL,2020-04-09,64.8092,65.1397,63.8445,64.638,161834800
AMZN,2020-04-09,102.215,102.65,100.883,102.138,92930000
GOOGL,2020-04-09,60.3737,60.5625,59.097,59.7983,54028000
AAPL,2020-04-13,64.7152,66.0152,64.117,65.9067,131022800
AMZN,2020-04-13,102.0,109.0,101.9,108.4435,134334000
GOOGL,2020-04-13,59.547,60.1923,58.5969,59.9886,38702000
MSFT,2020-04-13,155.7798,156.9361,153.8366,156.8793,41905300
MSFT,2020-04-14,160.1873,164.6896,159.2394,164.6422,52874300
AAPL,2020-04-14,67.5347,69.5246,67.0644,69.2352,194994800
AMZN,2020-04-14,110.0235,114.6,109.3105,114.166,161744000
GOOGL,2020-04-14,61.4536,63.2269,60.8871,62.7055,63358000
AAPL,2020-04-15,68.1136,69.0615,67.6867,68.6032,131154400
AMZN,2020-04-15,112.884,116.6685,112.25,115.384,137332000
GOOGL,2020-04-15,61.7777,63.1951,61.1577,62.3125,42236000
MSFT,2020-04-15,162.2725,164.519,160.4148,162.9171,40940800
MSFT,2020-04-16,165.2109,168.0355,163.8839,167.808,50479600
AAPL,2020-04-16,69.3148,69.5125,68.1015,69.1483,157125200
AMZN,2020-04-16,117.3,123.05,116.75,120.4095,240764000
GOOGL,2020-04-16,62.8001,63.1084,61.3659,62.3189,57896000
AAPL,2020-04-17,68.6659,69.2111,66.7774,68.2101,215250000
AMZN,2020-04-17,118.6165,120.0,115.801,118.75,158600000
GOOGL,2020-04-17,63.5217,63.9331,62.7436,63.3879,51050000
MSFT,2020-04-17,170.1397,170.6137,166.699,169.2867,52765600
MSFT,2020-04-20,167.4194,169.4288,165.8649,165.9312,36669600
AAPL,2020-04-20,67.0403,67.9399,66.775,66.7943,130015200
AMZN,2020-04-20,119.4975,122.249,119.3025,119.6805,115414000
GOOGL,2020-04-20,62.9364,63.2799,62.2698,62.5033,35292000
AAPL,2020-04-21,66.6375,66.8715,64.0205,64.7296,180991600
AMZN,2020-04-21,120.8305,121.4155,113.983,116.406,149534000
GOOGL,2020-04-21,61.5894,61.9507,59.7204,60.0753,49648000
MSFT,2020-04-21,164.4526,164.6138,157.448,159.0688,56203700
MSFT,2020-04-22,162.4526,164.9266,161.9124,164.4716,34620200
AAPL,2020-04-22,65.9935,67.0282,65.6534,66.5941,116862400
AMZN,2020-04-22,118.45,119.7,117.55,118.1745,84244000
GOOGL,2020-04-22,61.5101,63.4315,61.3163,62.3675,46296000
AAPL,2020-04-23,66.5386,67.9568,66.2974,66.336,124814400
AMZN,2020-04-23,119.999,121.211,119.104,119.9725,101332000
GOOGL,2020-04-23,62.7307,63.8414,62.4725,62.9999,34202000
MSFT,2020-04-23,165.0308,165.9313,161.9977,162.4811,32790800
MSFT,2020-04-24,163.0877,165.4573,161.8081,165.4479,34277600
AAPL,2020-04-24,66.8594,68.2607,66.8111,68.2511,126161200
AMZN,2020-04-24,120.85,121.0215,119.1,120.511,76498000
